sample_key,title,year,publisher_organization,institution_type_v1,corpus_tier_v1,CTRY,country_page_actual,issuer_country_method,issuer_country_confidence,attribution,is_multi_country,issuer_country_count,manual_review_required,policycommons_url,attribution_method_version
20.500.12592/8mbf4k4,KM-BART: Knowledge Enhanced Multimodal BART for Visual Commonsense Generation,2021,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32263553/km-bart/,1.0
20.500.12592/8ppxy08,Performance of the SUBSTOR-Potato Model Across Contrasting Growing Conditions,2016,International Institute for Applied Systems Analysis,International research organisation,auxiliary_international,AUT,Austria,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/28630821/performance-of-the-substor-potato-model-across-contrasting-growing-conditions/,1.0
20.500.12592/8vphndw,JPred4: JNet training (v.2.3.1) details,2015,"Center for Energy, Petroleum and Mineral Law and Policy",Higher education,auxiliary_non_government,GBR,United Kingdom,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/59822552/jpred4/,1.0
20.500.12592/8vy3hry,Research on Recognition of the Separation and Reunion Phenomena of Words in Chinese,2021,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32323030/research-on-recognition-of-the-separation-and-reunion-phenomena-of-words-in-chinese/,1.0
20.500.12592/95wq7lv,Climate-Related Regulations and Financial Markets: A Meta-Analytic Literature Review,2024,Research@Lincoln,Higher education,auxiliary_non_government,NZL,New Zealand,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/53543447/climate-related-regulations-and-financial-markets/,1.0
20.500.12592/97cdj8j,Glial P2Y1 Receptors Mediate Cognitive Deficits After Stroke in Rodents,2025,Inserm - Institut national de la santé et de la recherche médicale,Public research institution,primary_public_research_candidate,FRA,France,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/22560343/glial-p2y1-receptors-mediate-cognitive-deficits-after-stroke-in-rodents/,1.0
20.500.12592/9d8zbbc,Hydrological Modeling with Neural Networks,2020,Helmholtz-Zentrum für Umweltforschung,Unresolved institution type,manual_review,DEU,Germany,publisher_identity_plus_policy_commons_page,medium,1,False,1,True,https://policycommons.net/artifacts/22302134/hydrological-modeling-with-neural-networks/,1.0
20.500.12592/9m1z64m,Adversarial Learning with Contextual Embeddings for Zero-resource Cross-lingual Classification and NER,2019,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32147312/adversarial-learning-with-contextual-embeddings-for-zero-resource-cross-lingual-classification-and-ner/,1.0
20.500.12592/9vw4mc,RFP: Clinical Research Coordinator for Creative Forces Military Healing Arts Network,2019,Americans for the Arts,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/8059093/request-for-proposal/,1.0
20.500.12592/bw1mlt6,"Ghassane Benmir, Aditya Mori, Josselin Roman and Romano Tarsia",2025,The Grantham Research Institute on Climate Change and the Environment,Higher education,auxiliary_non_government,GBR,United Kingdom,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/40790757/ghassane-benmir-aditya-mori-josselin-roman-and-romano-tarsia/,1.0
20.500.12592/d03mmxx,NER and POS when Nothing Is Capitalized,2019,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32315738/ner-and-pos-when-nothing-is-capitalized/,1.0
20.500.12592/dp8696f,CHLOROPHYLL-A ESTIMATION AND RELATIONSHIP ANALYSIS WITH SEA SURFACE TEMPERATURE AND FISH DIVERSITY,2022,"Center for Fundamental and Liberal Education, University Malaysia of Terengganu",Higher education,auxiliary_non_government,MYS,Malaysia,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/57818698/chlorophyll-a-estimation-and-relationship-analysis-with-sea-surface-temperature-and-fish-diversity/,1.0
20.500.12592/fxn618,Data Usage and Data Needs for Risk Modeling and Analysis in Sweden,2022,Swedish Civil Contingencies Agency,Government/public authority,primary_government_candidate,SWE,Sweden,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/8248134/studie-om-dataanvandning-och-databehov-for-riskmodellering-och/,1.0
20.500.12592/ks4d9qq,Automated Speech Tools for Processing Restricted-Access Corpora in Language Revival,2022,Association for Computational Linguistics,Professional association/nonprofit,auxiliary_non_government,USA,United States of America,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/32321675/automated-speech-tools-for-processing-restricted-access-corpora-in-language-revival/,1.0
20.500.12592/wh17s0j,A PRE Loop at the dac Locus Restricts Enhancer–Promoter Communication,2024,Université de Montpellier,Higher education,auxiliary_non_government,FRA,France,publisher_identity_plus_policy_commons_page,medium,1,False,1,False,https://policycommons.net/artifacts/22286708/a-pre-loop-at-the-dac-locus-restricts-enhancer-promoter-communication/,1.0
20.500.12592/x06tnhb,Bolivian Payment System Oversight Report - 2015,2016,Banco Central de Bolivia,Government/public authority,primary_government_candidate,BOL,Bolivia,publisher_identity_plus_policy_commons_page,high,1,False,1,False,https://policycommons.net/artifacts/14512631/informe-vigilancia-sistema-de-pagos/,1.0
